Review Text,Sentiment,Feedback,Review Date,Hospital Name,Department,Reviewer Location,Reviewer Age Group,Rating
"The hospital was state-of-the-art/modern/clean, which made my stay feel safe and comfortable.",Positive,1,2021-09-08,City Hospital,Emergency,New York,61+,5
I had an amazing/wonderful/great experience at this hospital.,Positive,1,2022-09-24,City Hospital,Pediatrics,Phoenix,26-40,2
The hygiene in the hospital was poor/lacking/below standard.,Negative,0,2020-08-09,City Hospital,Emergency,Los Angeles,18-25,3
"The rooms were dirty/noisy/poorly maintained, making it hard to recover.",Negative,0,2023-07-20,Greenwood Medical Center,Neurology,Chicago,26-40,1
I am grateful for the exceptional follow-up care I received. The team was dedicated/attentive to ensuring I was doing well after my treatment.,Positive,1,2018-10-04,Greenwood Medical Center,Cardiology,Los Angeles,18-25,1
"The treatment felt rushed/inadequate/neglected, and I didn’t feel cared for.",Negative,0,2021-04-16,Central Health Care,Pediatrics,New York,26-40,2
The staff was extremely helpful/very professional/polite and kind.,Positive,1,2018-12-18,Central Health Care,Neurology,Chicago,26-40,2
My experience here was wonderful/positive/stress-free. The staff went out of their way to make everything seamless.,Positive,1,2021-10-04,City Hospital,Emergency,Los Angeles,61+,2
The staff was extremely helpful/very professional/polite and kind.,Positive,1,2019-05-03,St. Mary's Clinic,Neurology,Chicago,26-40,3
The treatment was effective/comprehensive/excellent.,Positive,1,2021-09-01,City Hospital,Cardiology,New York,41-60,3
The hospital has clean and modern facilities/excellent services.,Positive,1,2021-06-28,Greenwood Medical Center,Emergency,Houston,41-60,3
"I felt at ease with the welcoming/comfortable environment at the hospital, which made a challenging time much easier.",Positive,1,2022-11-29,City Hospital,Neurology,Phoenix,18-25,3
The hygiene in the hospital was poor/lacking/below standard.,Negative,0,2020-05-17,City Hospital,Pediatrics,Houston,61+,5
"The nurses were incredibly attentive/supportive, ensuring I had everything I needed for a smooth recovery.",Positive,1,2018-07-20,Central Health Care,Neurology,Phoenix,61+,1
"I was misdiagnosed and given unnecessary treatments, causing me further complications. The care provided was inadequate.",Negative,0,2023-05-11,Greenwood Medical Center,Orthopedics,Houston,61+,1
The staff seemed disinterested/unavailable/inattentive during my visit.,Negative,0,2023-09-09,City Hospital,Neurology,New York,26-40,1
"The hospital’s hygiene was unacceptable. The restrooms were filthy, and I saw several areas of the hospital that were not clean.",Negative,0,2018-12-20,Central Health Care,Cardiology,Chicago,61+,2
The doctors were attentive/thorough/understanding and explained everything clearly/in detail.,Positive,1,2021-10-13,Central Health Care,Emergency,Los Angeles,41-60,1
"The hospital lacked organization, and communication between departments was poor. This led to delays and unnecessary stress.",Negative,0,2019-11-19,Central Health Care,Orthopedics,Houston,18-25,5
I had to wait for hours/a long time before being attended to.,Negative,0,2020-02-24,Greenwood Medical Center,Emergency,Phoenix,18-25,4
I was impressed by the compassion/care/dedication of the staff.,Positive,1,2023-05-29,St. Mary's Clinic,Neurology,Chicago,41-60,5
My experience here was wonderful/positive/stress-free. The staff went out of their way to make everything seamless.,Positive,1,2018-12-03,City Hospital,Pediatrics,Chicago,18-25,4
My experience here was wonderful/positive/stress-free. The staff went out of their way to make everything seamless.,Positive,1,2019-07-28,Greenwood Medical Center,Emergency,Los Angeles,41-60,4
"I was misdiagnosed and given unnecessary treatments, causing me further complications. The care provided was inadequate.",Negative,0,2018-07-25,St. Mary's Clinic,Emergency,Houston,41-60,5
"The billing process was confusing/stressful/unorganized, and it took too long.",Negative,0,2020-12-09,City Hospital,Cardiology,New York,26-40,4
The hospital has clean and modern facilities/excellent services.,Positive,1,2020-10-18,Central Health Care,Orthopedics,Chicago,61+,2
"The hospital staff was helpful/kind/professional, and they made sure I was comfortable during my entire stay.",Positive,1,2023-12-16,Central Health Care,Neurology,Chicago,41-60,4
I had an amazing/wonderful/great experience at this hospital.,Positive,1,2023-03-14,St. Mary's Clinic,Orthopedics,Houston,41-60,5
I am grateful for the exceptional follow-up care I received. The team was dedicated/attentive to ensuring I was doing well after my treatment.,Positive,1,2020-09-13,City Hospital,Neurology,Los Angeles,61+,5
The staff seemed disinterested/unavailable/inattentive during my visit.,Negative,0,2022-09-26,Central Health Care,Orthopedics,Chicago,41-60,4
The facilities were outdated/poorly maintained/unsanitary.,Negative,0,2023-10-24,City Hospital,Emergency,Chicago,18-25,2
The hygiene in the hospital was poor/lacking/below standard.,Negative,0,2022-04-21,St. Mary's Clinic,Neurology,Chicago,41-60,4
"The process was smooth/quick/efficient, and the staff made it hassle-free.",Positive,1,2021-07-09,Central Health Care,Orthopedics,New York,18-25,3
The hospital staff were rude/unprofessional/unhelpful.,Negative,0,2022-12-12,St. Mary's Clinic,Neurology,Houston,18-25,1
The hygiene in the hospital was poor/lacking/below standard.,Negative,0,2023-09-07,City Hospital,Pediatrics,Chicago,61+,3
The nurses were kind/supportive/professional throughout my stay.,Positive,1,2021-08-30,St. Mary's Clinic,Pediatrics,Phoenix,61+,4
The hospital staff were rude/unprofessional/unhelpful.,Negative,0,2018-07-02,City Hospital,Pediatrics,Chicago,41-60,2
I was frustrated by the unfriendly/apathetic attitude of the hospital staff. They were not attentive to my needs.,Negative,0,2019-10-12,St. Mary's Clinic,Pediatrics,Phoenix,61+,5
"The process was smooth/quick/efficient, and the staff made it hassle-free.",Positive,1,2020-10-18,City Hospital,Cardiology,Los Angeles,26-40,5
My experience here was wonderful/positive/stress-free. The staff went out of their way to make everything seamless.,Positive,1,2021-12-11,St. Mary's Clinic,Emergency,Chicago,18-25,1
"The nurses were incredibly attentive/supportive, ensuring I had everything I needed for a smooth recovery.",Positive,1,2021-02-03,Greenwood Medical Center,Orthopedics,Houston,61+,5
The hygiene in the hospital was poor/lacking/below standard.,Negative,0,2019-04-24,Central Health Care,Pediatrics,Chicago,18-25,1
"The medical equipment seemed outdated/poorly maintained, which left me questioning the quality of care I was receiving.",Negative,0,2018-03-16,Greenwood Medical Center,Orthopedics,Houston,26-40,3
"The medical equipment seemed outdated/poorly maintained, which left me questioning the quality of care I was receiving.",Negative,0,2021-07-24,St. Mary's Clinic,Orthopedics,Houston,18-25,3
"I had to wait several hours/a long time for a nurse to attend to my needs, which made me feel neglected.",Negative,0,2022-11-29,Central Health Care,Pediatrics,Houston,61+,2
"The nurses were incredibly attentive/supportive, ensuring I had everything I needed for a smooth recovery.",Positive,1,2018-11-17,St. Mary's Clinic,Neurology,Phoenix,26-40,4
My experience here was wonderful/positive/stress-free. The staff went out of their way to make everything seamless.,Positive,1,2023-09-14,Central Health Care,Orthopedics,Houston,61+,2
"The hospital staff was helpful/kind/professional, and they made sure I was comfortable during my entire stay.",Positive,1,2019-01-02,Greenwood Medical Center,Emergency,Los Angeles,26-40,4
"The medical equipment seemed outdated/poorly maintained, which left me questioning the quality of care I was receiving.",Negative,0,2022-02-21,St. Mary's Clinic,Neurology,Phoenix,61+,3
"The room was small/uncomfortable/poorly maintained, making it difficult to recover. The staff didn't seem to care about the conditions.",Negative,0,2019-11-15,Greenwood Medical Center,Pediatrics,Chicago,61+,3
"The medical equipment seemed outdated/poorly maintained, which left me questioning the quality of care I was receiving.",Negative,0,2021-03-15,St. Mary's Clinic,Orthopedics,Houston,61+,1
I had to wait for hours/a long time before being attended to.,Negative,0,2019-09-24,City Hospital,Emergency,Phoenix,18-25,1
I felt very supported by the caring/compassionate doctors who took time to explain my treatment plan thoroughly.,Positive,1,2021-12-24,Central Health Care,Pediatrics,Houston,61+,2
"The hospital lacked organization, and communication between departments was poor. This led to delays and unnecessary stress.",Negative,0,2019-11-12,Greenwood Medical Center,Pediatrics,Houston,41-60,2
The hospital has clean and modern facilities/excellent services.,Positive,1,2022-06-19,Greenwood Medical Center,Orthopedics,New York,41-60,5
The billing department caused major issues with incorrect/confusing invoices that were difficult to resolve.,Negative,0,2020-07-24,Greenwood Medical Center,Neurology,Phoenix,26-40,2
"The room was small/uncomfortable/poorly maintained, making it difficult to recover. The staff didn't seem to care about the conditions.",Negative,0,2023-01-10,Greenwood Medical Center,Emergency,Los Angeles,18-25,4
"The treatment felt rushed/inadequate/neglected, and I didn’t feel cared for.",Negative,0,2022-11-02,Greenwood Medical Center,Pediatrics,New York,26-40,1
"The hospital was state-of-the-art/modern/clean, which made my stay feel safe and comfortable.",Positive,1,2018-08-15,City Hospital,Orthopedics,New York,41-60,3
I felt very supported by the caring/compassionate doctors who took time to explain my treatment plan thoroughly.,Positive,1,2022-07-18,Greenwood Medical Center,Cardiology,New York,41-60,1
The doctors were attentive/thorough/understanding and explained everything clearly/in detail.,Positive,1,2023-12-11,City Hospital,Pediatrics,Los Angeles,61+,3
I felt very supported by the caring/compassionate doctors who took time to explain my treatment plan thoroughly.,Positive,1,2020-01-28,St. Mary's Clinic,Pediatrics,Chicago,61+,5
"The process was smooth/quick/efficient, and the staff made it hassle-free.",Positive,1,2023-08-19,Greenwood Medical Center,Pediatrics,Houston,61+,4
"I had to wait several hours/a long time for a nurse to attend to my needs, which made me feel neglected.",Negative,0,2021-11-19,Greenwood Medical Center,Neurology,New York,18-25,2
The nurses were kind/supportive/professional throughout my stay.,Positive,1,2022-10-11,Central Health Care,Pediatrics,Houston,18-25,5
The hospital has clean and modern facilities/excellent services.,Positive,1,2019-10-21,Greenwood Medical Center,Emergency,Houston,18-25,2
The staff was extremely helpful/very professional/polite and kind.,Positive,1,2020-11-07,St. Mary's Clinic,Orthopedics,Phoenix,41-60,5
The staff was extremely helpful/very professional/polite and kind.,Positive,1,2019-08-31,St. Mary's Clinic,Cardiology,Chicago,18-25,1
The doctors were attentive/thorough/understanding and explained everything clearly/in detail.,Positive,1,2021-01-18,Greenwood Medical Center,Emergency,Houston,61+,5
The speed and efficiency of the hospital staff were impressive. My admission and discharge were smooth and quick.,Positive,1,2022-11-06,Greenwood Medical Center,Orthopedics,Chicago,26-40,5
"The billing process was confusing/stressful/unorganized, and it took too long.",Negative,0,2023-12-22,Greenwood Medical Center,Neurology,Chicago,26-40,1
I had to wait for hours/a long time before being attended to.,Negative,0,2022-10-30,Greenwood Medical Center,Pediatrics,New York,61+,4
"The hospital charged unexpected fees/hidden costs, adding stress to my visit.",Negative,0,2020-12-10,City Hospital,Cardiology,Chicago,61+,5
The staff seemed disinterested/unavailable/inattentive during my visit.,Negative,0,2021-11-29,Central Health Care,Orthopedics,Chicago,41-60,3
The hospital staff were rude/unprofessional/unhelpful.,Negative,0,2021-11-10,Greenwood Medical Center,Orthopedics,New York,61+,5
Communication from the hospital staff was excellent. They were responsive/informative and kept me in the loop at all times.,Positive,1,2018-07-19,City Hospital,Cardiology,New York,41-60,2
I was frustrated by the unfriendly/apathetic attitude of the hospital staff. They were not attentive to my needs.,Negative,0,2022-10-23,City Hospital,Emergency,Los Angeles,26-40,5
"The hospital’s hygiene was unacceptable. The restrooms were filthy, and I saw several areas of the hospital that were not clean.",Negative,0,2019-03-14,City Hospital,Cardiology,Phoenix,61+,2
"The hospital was state-of-the-art/modern/clean, which made my stay feel safe and comfortable.",Positive,1,2021-06-10,City Hospital,Orthopedics,Los Angeles,41-60,5
"The hospital’s hygiene was unacceptable. The restrooms were filthy, and I saw several areas of the hospital that were not clean.",Negative,0,2022-09-09,City Hospital,Cardiology,Houston,26-40,5
"The doctor did not take time to explain my condition, and I left feeling confused and uninformed about my treatment.",Negative,0,2022-03-13,Greenwood Medical Center,Neurology,Chicago,61+,5
"The process was smooth/quick/efficient, and the staff made it hassle-free.",Positive,1,2019-05-13,St. Mary's Clinic,Cardiology,Los Angeles,26-40,5
"The medical equipment seemed outdated/poorly maintained, which left me questioning the quality of care I was receiving.",Negative,0,2021-11-02,Central Health Care,Pediatrics,Los Angeles,18-25,1
I was impressed by the compassion/care/dedication of the staff.,Positive,1,2019-05-29,Greenwood Medical Center,Emergency,Los Angeles,61+,1
My experience here was wonderful/positive/stress-free. The staff went out of their way to make everything seamless.,Positive,1,2020-08-17,Central Health Care,Emergency,Chicago,18-25,4
"The rooms were dirty/noisy/poorly maintained, making it hard to recover.",Negative,0,2019-03-06,Greenwood Medical Center,Orthopedics,Houston,41-60,3
"The nurses were incredibly attentive/supportive, ensuring I had everything I needed for a smooth recovery.",Positive,1,2018-11-10,City Hospital,Cardiology,Los Angeles,41-60,1
"The hospital was state-of-the-art/modern/clean, which made my stay feel safe and comfortable.",Positive,1,2018-05-10,City Hospital,Cardiology,Phoenix,18-25,5
"The billing process was confusing/stressful/unorganized, and it took too long.",Negative,0,2019-10-27,Greenwood Medical Center,Emergency,Phoenix,41-60,4
"I felt at ease with the welcoming/comfortable environment at the hospital, which made a challenging time much easier.",Positive,1,2021-06-10,City Hospital,Neurology,Phoenix,61+,3
"The nurses were incredibly attentive/supportive, ensuring I had everything I needed for a smooth recovery.",Positive,1,2022-01-14,City Hospital,Neurology,Houston,41-60,4
The billing department caused major issues with incorrect/confusing invoices that were difficult to resolve.,Negative,0,2019-11-12,Central Health Care,Pediatrics,New York,26-40,2
The facilities were outdated/poorly maintained/unsanitary.,Negative,0,2018-06-11,Central Health Care,Emergency,Phoenix,61+,5
I am grateful for the exceptional follow-up care I received. The team was dedicated/attentive to ensuring I was doing well after my treatment.,Positive,1,2023-11-16,St. Mary's Clinic,Cardiology,Houston,18-25,4
"The rooms were dirty/noisy/poorly maintained, making it hard to recover.",Negative,0,2021-10-01,City Hospital,Orthopedics,New York,26-40,5
"I was misdiagnosed and given unnecessary treatments, causing me further complications. The care provided was inadequate.",Negative,0,2021-05-28,Greenwood Medical Center,Emergency,Phoenix,18-25,1
"The nurses were incredibly attentive/supportive, ensuring I had everything I needed for a smooth recovery.",Positive,1,2018-02-02,Central Health Care,Neurology,Houston,61+,3
"My experience was disappointing. I had to wait several hours/over a day before seeing a doctor, and the wait was unbearable.",Negative,0,2020-11-18,Central Health Care,Cardiology,Chicago,18-25,1
"The nurses were incredibly attentive/supportive, ensuring I had everything I needed for a smooth recovery.",Positive,1,2019-12-16,City Hospital,Orthopedics,Chicago,41-60,5
The speed and efficiency of the hospital staff were impressive. My admission and discharge were smooth and quick.,Positive,1,2019-02-10,City Hospital,Pediatrics,New York,18-25,2
I was impressed by the compassion/care/dedication of the staff.,Positive,1,2021-09-12,St. Mary's Clinic,Emergency,Chicago,61+,1
The speed and efficiency of the hospital staff were impressive. My admission and discharge were smooth and quick.,Positive,1,2019-09-06,Greenwood Medical Center,Orthopedics,Houston,18-25,3
I am grateful for the exceptional follow-up care I received. The team was dedicated/attentive to ensuring I was doing well after my treatment.,Positive,1,2020-06-28,St. Mary's Clinic,Emergency,Houston,26-40,2
The facilities were outdated/poorly maintained/unsanitary.,Negative,0,2020-11-08,Greenwood Medical Center,Emergency,Los Angeles,18-25,4
The staff was extremely helpful/very professional/polite and kind.,Positive,1,2022-12-28,City Hospital,Pediatrics,Chicago,41-60,3
The billing department caused major issues with incorrect/confusing invoices that were difficult to resolve.,Negative,0,2023-11-09,Greenwood Medical Center,Pediatrics,Phoenix,18-25,1
Communication from the hospital staff was excellent. They were responsive/informative and kept me in the loop at all times.,Positive,1,2021-07-30,St. Mary's Clinic,Cardiology,Los Angeles,61+,4
I am grateful for the exceptional follow-up care I received. The team was dedicated/attentive to ensuring I was doing well after my treatment.,Positive,1,2019-05-29,Central Health Care,Emergency,Phoenix,18-25,3
"The room was small/uncomfortable/poorly maintained, making it difficult to recover. The staff didn't seem to care about the conditions.",Negative,0,2022-11-29,Central Health Care,Cardiology,Chicago,18-25,5
"The hospital staff was helpful/kind/professional, and they made sure I was comfortable during my entire stay.",Positive,1,2023-06-06,City Hospital,Orthopedics,Houston,18-25,2
"The room was small/uncomfortable/poorly maintained, making it difficult to recover. The staff didn't seem to care about the conditions.",Negative,0,2019-05-27,St. Mary's Clinic,Cardiology,Houston,26-40,4
"The process was smooth/quick/efficient, and the staff made it hassle-free.",Positive,1,2022-11-21,Greenwood Medical Center,Orthopedics,Houston,41-60,4
The doctors were attentive/thorough/understanding and explained everything clearly/in detail.,Positive,1,2022-03-01,Central Health Care,Pediatrics,Phoenix,18-25,2
"The doctors were highly experienced/skilled, and they answered all my questions with patience and professionalism.",Positive,1,2020-09-24,St. Mary's Clinic,Orthopedics,New York,26-40,5
Communication from the hospital staff was excellent. They were responsive/informative and kept me in the loop at all times.,Positive,1,2023-03-22,St. Mary's Clinic,Neurology,Los Angeles,18-25,1
The nurses were kind/supportive/professional throughout my stay.,Positive,1,2021-04-24,City Hospital,Neurology,Chicago,18-25,2
The speed and efficiency of the hospital staff were impressive. My admission and discharge were smooth and quick.,Positive,1,2020-11-20,Greenwood Medical Center,Neurology,Houston,26-40,5
The billing department caused major issues with incorrect/confusing invoices that were difficult to resolve.,Negative,0,2022-03-24,City Hospital,Orthopedics,Los Angeles,18-25,2
"The hospital’s hygiene was unacceptable. The restrooms were filthy, and I saw several areas of the hospital that were not clean.",Negative,0,2023-06-20,Greenwood Medical Center,Cardiology,New York,18-25,5
I had an amazing/wonderful/great experience at this hospital.,Positive,1,2023-11-16,Central Health Care,Pediatrics,Houston,18-25,3
"The hospital was state-of-the-art/modern/clean, which made my stay feel safe and comfortable.",Positive,1,2022-03-16,City Hospital,Orthopedics,Phoenix,61+,5
The billing department caused major issues with incorrect/confusing invoices that were difficult to resolve.,Negative,0,2023-12-30,Greenwood Medical Center,Neurology,Houston,18-25,3
The staff was extremely helpful/very professional/polite and kind.,Positive,1,2022-06-13,Central Health Care,Neurology,Chicago,26-40,2
The staff seemed disinterested/unavailable/inattentive during my visit.,Negative,0,2018-01-09,Central Health Care,Neurology,Chicago,18-25,3
The hospital has clean and modern facilities/excellent services.,Positive,1,2018-12-22,City Hospital,Orthopedics,Phoenix,26-40,5
"The hospital was state-of-the-art/modern/clean, which made my stay feel safe and comfortable.",Positive,1,2021-08-01,St. Mary's Clinic,Orthopedics,Phoenix,61+,5
"The hospital lacked organization, and communication between departments was poor. This led to delays and unnecessary stress.",Negative,0,2019-05-20,Greenwood Medical Center,Emergency,Los Angeles,18-25,2
"I was misdiagnosed and given unnecessary treatments, causing me further complications. The care provided was inadequate.",Negative,0,2020-06-08,Greenwood Medical Center,Neurology,New York,41-60,3
"The nurses were incredibly attentive/supportive, ensuring I had everything I needed for a smooth recovery.",Positive,1,2020-12-07,Greenwood Medical Center,Cardiology,Chicago,18-25,3
My experience here was wonderful/positive/stress-free. The staff went out of their way to make everything seamless.,Positive,1,2018-02-01,Central Health Care,Pediatrics,New York,26-40,5
"The rooms were dirty/noisy/poorly maintained, making it hard to recover.",Negative,0,2021-08-06,Central Health Care,Emergency,New York,26-40,3
"The billing process was confusing/stressful/unorganized, and it took too long.",Negative,0,2020-11-07,St. Mary's Clinic,Pediatrics,Los Angeles,26-40,1
I was frustrated by the unfriendly/apathetic attitude of the hospital staff. They were not attentive to my needs.,Negative,0,2019-06-04,City Hospital,Orthopedics,Los Angeles,61+,2
"The doctor did not take time to explain my condition, and I left feeling confused and uninformed about my treatment.",Negative,0,2018-02-18,St. Mary's Clinic,Orthopedics,Los Angeles,61+,4
I am grateful for the exceptional follow-up care I received. The team was dedicated/attentive to ensuring I was doing well after my treatment.,Positive,1,2022-11-02,City Hospital,Emergency,Chicago,18-25,3
"The rooms were dirty/noisy/poorly maintained, making it hard to recover.",Negative,0,2019-11-17,Greenwood Medical Center,Pediatrics,Los Angeles,26-40,3
I had to wait for hours/a long time before being attended to.,Negative,0,2020-01-20,St. Mary's Clinic,Orthopedics,Los Angeles,61+,5
The doctors were attentive/thorough/understanding and explained everything clearly/in detail.,Positive,1,2019-12-28,City Hospital,Emergency,New York,26-40,1
"I was misdiagnosed and given unnecessary treatments, causing me further complications. The care provided was inadequate.",Negative,0,2018-06-08,Greenwood Medical Center,Neurology,Phoenix,26-40,2
The billing department caused major issues with incorrect/confusing invoices that were difficult to resolve.,Negative,0,2020-08-04,Central Health Care,Emergency,New York,61+,4
"The medical equipment seemed outdated/poorly maintained, which left me questioning the quality of care I was receiving.",Negative,0,2021-03-23,St. Mary's Clinic,Orthopedics,Houston,61+,4
"The hospital staff was helpful/kind/professional, and they made sure I was comfortable during my entire stay.",Positive,1,2019-09-26,City Hospital,Neurology,Houston,41-60,3
"The hospital was state-of-the-art/modern/clean, which made my stay feel safe and comfortable.",Positive,1,2018-10-03,Central Health Care,Emergency,Phoenix,18-25,2
"I felt at ease with the welcoming/comfortable environment at the hospital, which made a challenging time much easier.",Positive,1,2021-09-27,Central Health Care,Cardiology,New York,18-25,2
"The treatment felt rushed/inadequate/neglected, and I didn’t feel cared for.",Negative,0,2021-09-24,St. Mary's Clinic,Emergency,Chicago,18-25,1
I was frustrated by the unfriendly/apathetic attitude of the hospital staff. They were not attentive to my needs.,Negative,0,2022-01-29,Greenwood Medical Center,Orthopedics,Chicago,18-25,5
I was frustrated by the unfriendly/apathetic attitude of the hospital staff. They were not attentive to my needs.,Negative,0,2022-03-17,St. Mary's Clinic,Neurology,New York,41-60,5
My experience here was wonderful/positive/stress-free. The staff went out of their way to make everything seamless.,Positive,1,2020-12-24,City Hospital,Pediatrics,Los Angeles,26-40,1
The doctors were attentive/thorough/understanding and explained everything clearly/in detail.,Positive,1,2019-05-03,Central Health Care,Pediatrics,Phoenix,26-40,5
My experience here was wonderful/positive/stress-free. The staff went out of their way to make everything seamless.,Positive,1,2021-07-10,Central Health Care,Cardiology,Phoenix,18-25,1
"The treatment felt rushed/inadequate/neglected, and I didn’t feel cared for.",Negative,0,2018-01-12,City Hospital,Pediatrics,New York,18-25,2
"The treatment felt rushed/inadequate/neglected, and I didn’t feel cared for.",Negative,0,2022-12-18,City Hospital,Cardiology,Chicago,26-40,5
The treatment was effective/comprehensive/excellent.,Positive,1,2023-04-08,St. Mary's Clinic,Orthopedics,Houston,61+,3
The hospital has clean and modern facilities/excellent services.,Positive,1,2021-02-24,City Hospital,Emergency,New York,18-25,4
The billing department caused major issues with incorrect/confusing invoices that were difficult to resolve.,Negative,0,2019-06-13,Greenwood Medical Center,Cardiology,Chicago,41-60,3
The nurses were kind/supportive/professional throughout my stay.,Positive,1,2020-10-27,City Hospital,Cardiology,Phoenix,41-60,4
"The process was smooth/quick/efficient, and the staff made it hassle-free.",Positive,1,2018-07-29,Central Health Care,Cardiology,Phoenix,26-40,5
"The hospital’s hygiene was unacceptable. The restrooms were filthy, and I saw several areas of the hospital that were not clean.",Negative,0,2019-03-12,Central Health Care,Pediatrics,Phoenix,41-60,5
I had an amazing/wonderful/great experience at this hospital.,Positive,1,2022-02-23,City Hospital,Pediatrics,Los Angeles,18-25,5
I was impressed by the compassion/care/dedication of the staff.,Positive,1,2022-02-17,City Hospital,Orthopedics,New York,61+,5
Communication from the hospital staff was excellent. They were responsive/informative and kept me in the loop at all times.,Positive,1,2019-06-11,Central Health Care,Orthopedics,New York,61+,1
"I felt at ease with the welcoming/comfortable environment at the hospital, which made a challenging time much easier.",Positive,1,2021-08-16,Central Health Care,Orthopedics,Houston,41-60,3
The hospital staff were rude/unprofessional/unhelpful.,Negative,0,2020-10-12,St. Mary's Clinic,Neurology,Phoenix,18-25,3
The hospital has clean and modern facilities/excellent services.,Positive,1,2018-06-02,City Hospital,Pediatrics,Phoenix,61+,3
"The room was small/uncomfortable/poorly maintained, making it difficult to recover. The staff didn't seem to care about the conditions.",Negative,0,2020-12-13,Central Health Care,Emergency,Houston,61+,3
"The hospital was state-of-the-art/modern/clean, which made my stay feel safe and comfortable.",Positive,1,2021-02-14,Central Health Care,Emergency,Phoenix,61+,4
Communication from the hospital staff was excellent. They were responsive/informative and kept me in the loop at all times.,Positive,1,2019-08-25,St. Mary's Clinic,Cardiology,Chicago,41-60,4
I had an amazing/wonderful/great experience at this hospital.,Positive,1,2019-06-30,City Hospital,Orthopedics,New York,61+,5
I am grateful for the exceptional follow-up care I received. The team was dedicated/attentive to ensuring I was doing well after my treatment.,Positive,1,2018-08-20,Central Health Care,Neurology,Chicago,26-40,1
I am very satisfied with the care/service I received here.,Positive,1,2023-12-24,Greenwood Medical Center,Emergency,Phoenix,41-60,4
"The hospital was state-of-the-art/modern/clean, which made my stay feel safe and comfortable.",Positive,1,2018-12-25,Central Health Care,Emergency,Chicago,41-60,2
"I was misdiagnosed and given unnecessary treatments, causing me further complications. The care provided was inadequate.",Negative,0,2022-10-12,Greenwood Medical Center,Orthopedics,Chicago,61+,5
"I felt at ease with the welcoming/comfortable environment at the hospital, which made a challenging time much easier.",Positive,1,2022-10-16,St. Mary's Clinic,Emergency,Houston,61+,5
"The hospital’s hygiene was unacceptable. The restrooms were filthy, and I saw several areas of the hospital that were not clean.",Negative,0,2018-06-09,Greenwood Medical Center,Neurology,Phoenix,41-60,3
"The nurses were incredibly attentive/supportive, ensuring I had everything I needed for a smooth recovery.",Positive,1,2020-11-13,Greenwood Medical Center,Emergency,Chicago,18-25,3
The facilities were outdated/poorly maintained/unsanitary.,Negative,0,2019-06-05,St. Mary's Clinic,Pediatrics,New York,18-25,3
I had to wait for hours/a long time before being attended to.,Negative,0,2018-10-02,Central Health Care,Emergency,Phoenix,26-40,4
"The doctor did not take time to explain my condition, and I left feeling confused and uninformed about my treatment.",Negative,0,2020-05-30,Greenwood Medical Center,Cardiology,Los Angeles,61+,1
I had an amazing/wonderful/great experience at this hospital.,Positive,1,2020-04-08,St. Mary's Clinic,Pediatrics,Chicago,18-25,1
I felt very supported by the caring/compassionate doctors who took time to explain my treatment plan thoroughly.,Positive,1,2018-06-10,Central Health Care,Neurology,Los Angeles,61+,4
I was impressed by the compassion/care/dedication of the staff.,Positive,1,2018-09-14,Greenwood Medical Center,Cardiology,Phoenix,41-60,4
The hospital has clean and modern facilities/excellent services.,Positive,1,2023-12-19,Greenwood Medical Center,Pediatrics,Houston,61+,2
The billing department caused major issues with incorrect/confusing invoices that were difficult to resolve.,Negative,0,2022-05-15,St. Mary's Clinic,Cardiology,Phoenix,61+,1
The hygiene in the hospital was poor/lacking/below standard.,Negative,0,2020-09-22,City Hospital,Neurology,Phoenix,61+,1
"The hospital’s hygiene was unacceptable. The restrooms were filthy, and I saw several areas of the hospital that were not clean.",Negative,0,2019-02-03,St. Mary's Clinic,Emergency,Phoenix,18-25,3
The nurses were kind/supportive/professional throughout my stay.,Positive,1,2022-01-30,City Hospital,Pediatrics,Houston,26-40,2
"The hospital lacked organization, and communication between departments was poor. This led to delays and unnecessary stress.",Negative,0,2019-06-10,Central Health Care,Pediatrics,Los Angeles,61+,1
"The billing process was confusing/stressful/unorganized, and it took too long.",Negative,0,2018-11-28,Greenwood Medical Center,Emergency,Phoenix,41-60,3
"The billing process was confusing/stressful/unorganized, and it took too long.",Negative,0,2019-11-12,City Hospital,Cardiology,Los Angeles,61+,3
"The room was small/uncomfortable/poorly maintained, making it difficult to recover. The staff didn't seem to care about the conditions.",Negative,0,2020-12-02,St. Mary's Clinic,Neurology,Los Angeles,61+,3
The facilities were outdated/poorly maintained/unsanitary.,Negative,0,2022-01-12,City Hospital,Neurology,Los Angeles,18-25,5
The hospital has clean and modern facilities/excellent services.,Positive,1,2020-02-08,St. Mary's Clinic,Neurology,Houston,26-40,1
The hospital staff were rude/unprofessional/unhelpful.,Negative,0,2023-05-04,Central Health Care,Pediatrics,Los Angeles,61+,5
"I was misdiagnosed and given unnecessary treatments, causing me further complications. The care provided was inadequate.",Negative,0,2019-06-04,Greenwood Medical Center,Cardiology,Phoenix,41-60,2
"My experience was disappointing. I had to wait several hours/over a day before seeing a doctor, and the wait was unbearable.",Negative,0,2020-01-08,St. Mary's Clinic,Emergency,New York,26-40,5
I am grateful for the exceptional follow-up care I received. The team was dedicated/attentive to ensuring I was doing well after my treatment.,Positive,1,2021-06-06,Greenwood Medical Center,Neurology,Los Angeles,61+,5
"The treatment felt rushed/inadequate/neglected, and I didn’t feel cared for.",Negative,0,2019-08-27,St. Mary's Clinic,Orthopedics,Phoenix,26-40,3
