Review Text,Sentiment,Feedback,Review Date,Hospital Name,Department,Reviewer Location,Reviewer Age Group,Rating
The doctors were attentive/thorough/understanding and explained everything clearly/in detail.,Positive,1.0,2018-04-18,St. Mary's Clinic,Neurology,Chicago,18-25,4.0
"The medical equipment seemed outdated/poorly maintained, which left me questioning the quality of care I was receiving.",Negative,0.0,2020-10-06,City Hospital,,Los Angeles,18-25,2.0
I had to wait for hours/a long time before being attended to.,Negative,0.0,2023-08-11,,Neurology,Chicago,18-25,3.0
"I was misdiagnosed and given unnecessary treatments, causing me further complications. The care provided was inadequate.",Negative,0.0,2022-01-30,Central Health Care,Cardiology,Phoenix,61+,2.0
I am very satisfied with the care/service I received here.,,1.0,2021-06-19,Central Health Care,Neurology,New York,26-40,4.0
"The rooms were dirty/noisy/poorly maintained, making it hard to recover.",Negative,0.0,2023-08-22,,Cardiology,Phoenix,41-60,1.0
My experience here was wonderful/positive/stress-free. The staff went out of their way to make everything seamless.,Positive,1.0,2022-07-17,St. Mary's Clinic,Pediatrics,Phoenix,18-25,5.0
,Negative,0.0,2020-04-19,City Hospital,Cardiology,New York,26-40,2.0
Satisfactory service.,Positive,1.0,2022-04-15,Central Health Care,Neurology,Houston,26-40,3.0
,Negative,0.0,2018-10-05,St. Mary's Clinic,Cardiology,Houston,61+,3.0
The hospital staff were rude/unprofessional/unhelpful.,Negative,0.0,2023-09-24,City Hospital,,Houston,,1.0
Communication from the hospital staff was excellent. They were responsive/informative and kept me in the loop at all times.,Positive,1.0,2019-08-08,Central Health Care,Cardiology,Houston,61+,2.0
"The hospital staff was helpful/kind/professional, and they made sure I was comfortable during my entire stay.",Positive,1.0,2022-09-16,City Hospital,Emergency,New York,18-25,2.0
The staff seemed disinterested/unavailable/inattentive during my visit.,Negative,0.0,2018-11-06,Greenwood Medical Center,Orthopedics,Houston,,5.0
The nurses were kind/supportive/professional throughout my stay.,Positive,1.0,2023-12-11,City Hospital,Neurology,Phoenix,26-40,3.0
"I had to wait for hours/a long time before being attended to. On the bright side, the nurses were kind and helpful.",Negative,1.0,2022-11-25,St. Mary's Clinic,Pediatrics,Los Angeles,18-25,4.0
The facilities were outdated/poorly maintained/unsanitary.,Negative,0.0,2022-03-12,City Hospital,Neurology,Phoenix,18-25,2.0
The speed and efficiency of the hospital staff were impressive. My admission and discharge were smooth and quick.,Positive,,2022-05-30,Greenwood Medical Center,Neurology,Houston,41-60,2.0
"The rooms were dirty/noisy/poorly maintained, making it hard to recover.",Negative,0.0,2022-10-04,Greenwood Medical Center,Pediatrics,Houston,26-40,2.0
"I had to wait for hours/a long time before being attended to. On the bright side, the nurses were kind and helpful.",Negative,1.0,2021-12-24,Central Health Care,Orthopedics,New York,,4.0
"The nurses were incredibly attentive/supportive, ensuring I had everything I needed for a smooth recovery. However, I was frustrated by the long waiting time.",Positive,0.0,,St. Mary's Clinic,,Houston,18-25,3.0
"I felt at ease with the welcoming/comfortable environment at the hospital, which made a challenging time much easier. However, I was frustrated by the long waiting time.",Positive,0.0,2022-03-22,St. Mary's Clinic,Pediatrics,New York,41-60,3.0
"The billing process was confusing/stressful/unorganized, and it took too long.",Negative,0.0,2020-01-06,Greenwood Medical Center,Neurology,New York,18-25,5.0
The doctors were attentive/thorough/understanding and explained everything clearly/in detail.,Positive,1.0,2019-02-28,Greenwood Medical Center,Orthopedics,Phoenix,26-40,1.0
I was impressed by the compassion/care/dedication of the staff.,Positive,1.0,2022-06-08,Central Health Care,Emergency,Houston,18-25,2.0
"The doctor did not take time to explain my condition, and I left feeling confused and uninformed about my treatment.",Negative,0.0,2019-10-08,Central Health Care,Emergency,Los Angeles,41-60,
"The room was small/uncomfortable/poorly maintained, making it difficult to recover. The staff didn't seem to care about the conditions.",Negative,0.0,2018-02-26,City Hospital,Orthopedics,New York,41-60,5.0
"The billing process was confusing/stressful/unorganized, and it took too long.",Negative,0.0,2019-02-24,City Hospital,Emergency,Phoenix,26-40,2.0
Satisfactory service.,Positive,1.0,2018-06-03,Greenwood Medical Center,Cardiology,Los Angeles,18-25,4.0
The treatment was effective/comprehensive/excellent.,Positive,1.0,2022-11-06,City Hospital,Emergency,New York,18-25,5.0
"The treatment felt rushed/inadequate/neglected, and I didn’t feel cared for.",Negative,0.0,2018-06-17,City Hospital,Emergency,Houston,61+,4.0
"The hospital lacked organization, and communication between departments was poor. This led to delays and unnecessary stress.",Negative,0.0,,Central Health Care,Neurology,Phoenix,41-60,3.0
Very disappointing.,Negative,0.0,2020-04-26,Greenwood Medical Center,Neurology,Phoenix,18-25,5.0
,Negative,0.0,2020-12-06,City Hospital,Neurology,New York,41-60,1.0
The doctors were attentive/thorough/understanding and explained everything clearly/in detail.,Positive,1.0,2022-06-15,City Hospital,Emergency,Phoenix,,5.0
I had to wait for hours/a long time before being attended to.,Negative,,2021-10-07,Greenwood Medical Center,Neurology,Houston,41-60,4.0
,Positive,1.0,2023-08-14,City Hospital,Pediatrics,Chicago,18-25,1.0
The staff was extremely helpful/very professional/polite and kind.,Positive,1.0,2021-03-16,Central Health Care,Neurology,,26-40,2.0
Communication from the hospital staff was excellent. They were responsive/informative and kept me in the loop at all times.,Positive,1.0,2020-01-05,St. Mary's Clinic,Neurology,Chicago,41-60,1.0
"I had to wait several hours/a long time for a nurse to attend to my needs, which made me feel neglected.",Negative,0.0,2021-03-10,Central Health Care,Cardiology,,18-25,5.0
"The process was smooth/quick/efficient, and the staff made it hassle-free.",Positive,1.0,2019-04-28,St. Mary's Clinic,Orthopedics,New York,61+,4.0
I was frustrated by the unfriendly/apathetic attitude of the hospital staff. They were not attentive to my needs. I would not visit this hospital again due to the poor service.,Negative,0.0,2020-12-07,St. Mary's Clinic,Emergency,Houston,26-40,2.0
"The doctor did not take time to explain my condition, and I left feeling confused and uninformed about my treatment. On the bright side, the nurses were kind and helpful.",Negative,1.0,2020-01-08,City Hospital,,Phoenix,41-60,5.0
"The room was small/uncomfortable/poorly maintained, making it difficult to recover. The staff didn't seem to care about the conditions.",Negative,0.0,2021-11-07,Greenwood Medical Center,Pediatrics,Houston,41-60,3.0
The nurses were kind/supportive/professional throughout my stay.,Positive,1.0,2022-03-13,St. Mary's Clinic,Neurology,,26-40,2.0
I am very satisfied with the care/service I received here.,Positive,1.0,2018-01-26,St. Mary's Clinic,Pediatrics,New York,26-40,1.0
"The hospital lacked organization, and communication between departments was poor. This led to delays and unnecessary stress. I would not visit this hospital again due to the poor service.",Negative,0.0,2021-03-15,Greenwood Medical Center,Orthopedics,Phoenix,41-60,
"I was misdiagnosed and given unnecessary treatments, causing me further complications. The care provided was inadequate.",Negative,0.0,,City Hospital,Emergency,Chicago,,2.0
Very disappointing.,Negative,0.0,2020-07-10,St. Mary's Clinic,Pediatrics,Los Angeles,41-60,3.0
The staff was extremely helpful/very professional/polite and kind.,,1.0,2020-01-11,City Hospital,Pediatrics,New York,41-60,3.0
"The doctors were highly experienced/skilled, and they answered all my questions with patience and professionalism.",Positive,1.0,2023-11-30,St. Mary's Clinic,Emergency,Phoenix,18-25,3.0
The hygiene in the hospital was poor/lacking/below standard.,Negative,0.0,2022-12-22,Central Health Care,Neurology,New York,18-25,5.0
"I was misdiagnosed and given unnecessary treatments, causing me further complications. The care provided was inadequate.",Negative,0.0,,City Hospital,Pediatrics,Houston,18-25,3.0
Communication from the hospital staff was excellent. They were responsive/informative and kept me in the loop at all times.,Positive,1.0,2023-07-24,City Hospital,Orthopedics,Los Angeles,61+,3.0
,Positive,1.0,2018-04-11,St. Mary's Clinic,Neurology,Los Angeles,18-25,3.0
"The treatment felt rushed/inadequate/neglected, and I didn’t feel cared for.",Negative,0.0,2018-12-31,City Hospital,Neurology,New York,18-25,3.0
The hospital staff were rude/unprofessional/unhelpful.,Negative,,2020-03-09,Greenwood Medical Center,Orthopedics,Phoenix,26-40,2.0
"The room was small/uncomfortable/poorly maintained, making it difficult to recover. The staff didn't seem to care about the conditions.",Negative,0.0,2023-03-29,City Hospital,Orthopedics,New York,18-25,5.0
I am grateful for the exceptional follow-up care I received. The team was dedicated/attentive to ensuring I was doing well after my treatment.,Positive,1.0,2018-11-28,,Pediatrics,Phoenix,26-40,4.0
I felt very supported by the caring/compassionate doctors who took time to explain my treatment plan thoroughly.,Positive,1.0,2020-05-07,St. Mary's Clinic,Neurology,Los Angeles,18-25,1.0
I had to wait for hours/a long time before being attended to.,Negative,0.0,2019-08-14,Greenwood Medical Center,Orthopedics,Phoenix,61+,2.0
"The doctors were highly experienced/skilled, and they answered all my questions with patience and professionalism.",Positive,1.0,2019-08-10,Greenwood Medical Center,Orthopedics,Phoenix,26-40,2.0
"The treatment felt rushed/inadequate/neglected, and I didn’t feel cared for.",Negative,0.0,2021-01-22,Central Health Care,Pediatrics,New York,41-60,4.0
The hygiene in the hospital was poor/lacking/below standard.,Negative,0.0,2018-10-20,City Hospital,Cardiology,Phoenix,26-40,1.0
The nurses were kind/supportive/professional throughout my stay.,Positive,1.0,2023-05-15,St. Mary's Clinic,Orthopedics,Los Angeles,41-60,1.0
The hospital has clean and modern facilities/excellent services.,Positive,1.0,2023-09-02,Greenwood Medical Center,,Chicago,61+,4.0
My experience here was wonderful/positive/stress-free. The staff went out of their way to make everything seamless.,Positive,1.0,2021-10-30,City Hospital,Emergency,Los Angeles,41-60,2.0
"The hospital lacked organization, and communication between departments was poor. This led to delays and unnecessary stress.",Negative,0.0,2018-02-06,Greenwood Medical Center,Pediatrics,New York,41-60,4.0
"I was misdiagnosed and given unnecessary treatments, causing me further complications. The care provided was inadequate.",,0.0,2021-10-07,City Hospital,Emergency,Houston,18-25,2.0
"The hospital was state-of-the-art/modern/clean, which made my stay feel safe and comfortable.",,1.0,2020-04-27,St. Mary's Clinic,Orthopedics,Houston,26-40,2.0
I am grateful for the exceptional follow-up care I received. The team was dedicated/attentive to ensuring I was doing well after my treatment.,Positive,1.0,2021-10-06,Greenwood Medical Center,Pediatrics,New York,18-25,3.0
"The billing department caused major issues with incorrect/confusing invoices that were difficult to resolve. On the bright side, the nurses were kind and helpful.",Negative,1.0,2019-01-03,Central Health Care,,New York,26-40,4.0
"The billing process was confusing/stressful/unorganized, and it took too long.",Negative,0.0,2018-07-17,Greenwood Medical Center,Neurology,New York,,4.0
"The hygiene in the hospital was poor/lacking/below standard. On the bright side, the nurses were kind and helpful.",Negative,1.0,2019-11-18,City Hospital,,Phoenix,18-25,
"The hospital was state-of-the-art/modern/clean, which made my stay feel safe and comfortable.",Positive,1.0,2021-04-14,City Hospital,Pediatrics,Chicago,26-40,3.0
"The treatment felt rushed/inadequate/neglected, and I didn’t feel cared for.",Negative,0.0,2021-03-03,City Hospital,Emergency,Chicago,26-40,4.0
"The hospital charged unexpected fees/hidden costs, adding stress to my visit.",Negative,0.0,2022-09-06,,Emergency,Los Angeles,61+,1.0
The treatment was effective/comprehensive/excellent.,Positive,1.0,2022-05-24,City Hospital,Neurology,Chicago,18-25,
Satisfactory service.,Positive,1.0,2020-03-06,Central Health Care,Neurology,,61+,1.0
,Positive,1.0,2021-03-14,Central Health Care,Pediatrics,Phoenix,18-25,1.0
"The rooms were dirty/noisy/poorly maintained, making it hard to recover. On the bright side, the nurses were kind and helpful.",Negative,1.0,2021-12-13,Greenwood Medical Center,Cardiology,Chicago,26-40,5.0
I had to wait for hours/a long time before being attended to.,Negative,0.0,2022-02-05,Central Health Care,Orthopedics,Phoenix,41-60,4.0
I was impressed by the compassion/care/dedication of the staff.,Positive,1.0,2018-11-28,City Hospital,Cardiology,Houston,18-25,1.0
The staff seemed disinterested/unavailable/inattentive during my visit.,Negative,0.0,,City Hospital,Emergency,Chicago,26-40,2.0
The hospital staff were rude/unprofessional/unhelpful.,Negative,0.0,2018-06-25,Central Health Care,,Los Angeles,61+,4.0
The staff seemed disinterested/unavailable/inattentive during my visit.,Negative,0.0,2018-07-19,City Hospital,Neurology,Phoenix,61+,2.0
"The hospital was state-of-the-art/modern/clean, which made my stay feel safe and comfortable.",Positive,,2021-09-08,City Hospital,Emergency,New York,61+,5.0
I had an amazing/wonderful/great experience at this hospital.,,1.0,2022-09-24,City Hospital,Pediatrics,Phoenix,26-40,2.0
The hygiene in the hospital was poor/lacking/below standard.,Negative,0.0,2020-08-09,City Hospital,Emergency,Los Angeles,18-25,3.0
"The rooms were dirty/noisy/poorly maintained, making it hard to recover.",Negative,0.0,2023-07-20,Greenwood Medical Center,Neurology,Chicago,26-40,1.0
I am grateful for the exceptional follow-up care I received. The team was dedicated/attentive to ensuring I was doing well after my treatment.,Positive,1.0,2018-10-04,Greenwood Medical Center,Cardiology,Los Angeles,18-25,1.0
"The treatment felt rushed/inadequate/neglected, and I didn’t feel cared for.",Negative,0.0,2021-04-16,Central Health Care,Pediatrics,New York,26-40,2.0
The staff was extremely helpful/very professional/polite and kind.,Positive,1.0,2018-12-18,Central Health Care,,Chicago,26-40,2.0
My experience here was wonderful/positive/stress-free. The staff went out of their way to make everything seamless.,Positive,1.0,2021-10-04,City Hospital,Emergency,Los Angeles,61+,2.0
The staff was extremely helpful/very professional/polite and kind.,Positive,,2019-05-03,St. Mary's Clinic,Neurology,Chicago,26-40,3.0
"The treatment was effective/comprehensive/excellent. Overall, I would recommend this hospital to others.",Positive,1.0,2021-09-01,City Hospital,Cardiology,New York,41-60,3.0
The hospital has clean and modern facilities/excellent services.,Positive,1.0,2021-06-28,Greenwood Medical Center,Emergency,Houston,,3.0
"I felt at ease with the welcoming/comfortable environment at the hospital, which made a challenging time much easier.",Positive,1.0,2022-11-29,City Hospital,Neurology,Phoenix,18-25,3.0
The hygiene in the hospital was poor/lacking/below standard.,Negative,0.0,2020-05-17,City Hospital,Pediatrics,Houston,61+,5.0
"The nurses were incredibly attentive/supportive, ensuring I had everything I needed for a smooth recovery.",Positive,1.0,2018-07-20,,Neurology,Phoenix,61+,1.0
"I was misdiagnosed and given unnecessary treatments, causing me further complications. The care provided was inadequate.",Negative,0.0,2023-05-11,Greenwood Medical Center,Orthopedics,Houston,61+,1.0
The staff seemed disinterested/unavailable/inattentive during my visit.,Negative,0.0,,City Hospital,Neurology,New York,26-40,1.0
"The hospital’s hygiene was unacceptable. The restrooms were filthy, and I saw several areas of the hospital that were not clean.",Negative,0.0,2018-12-20,Central Health Care,Cardiology,Chicago,61+,2.0
The doctors were attentive/thorough/understanding and explained everything clearly/in detail.,,1.0,2021-10-13,Central Health Care,Emergency,Los Angeles,41-60,1.0
"The hospital lacked organization, and communication between departments was poor. This led to delays and unnecessary stress.",Negative,,2019-11-19,Central Health Care,Orthopedics,Houston,18-25,5.0
I had to wait for hours/a long time before being attended to. I would not visit this hospital again due to the poor service.,Negative,,2020-02-24,Greenwood Medical Center,Emergency,Phoenix,18-25,4.0
I was impressed by the compassion/care/dedication of the staff.,Positive,1.0,2023-05-29,St. Mary's Clinic,Neurology,Chicago,41-60,5.0
My experience here was wonderful/positive/stress-free. The staff went out of their way to make everything seamless.,Positive,1.0,2018-12-03,City Hospital,Pediatrics,Chicago,18-25,4.0
My experience here was wonderful/positive/stress-free. The staff went out of their way to make everything seamless.,Positive,1.0,2019-07-28,Greenwood Medical Center,Emergency,Los Angeles,41-60,4.0
"I was misdiagnosed and given unnecessary treatments, causing me further complications. The care provided was inadequate.",Negative,0.0,2018-07-25,St. Mary's Clinic,,Houston,41-60,5.0
"The billing process was confusing/stressful/unorganized, and it took too long.",Negative,0.0,2020-12-09,City Hospital,Cardiology,New York,,4.0
The hospital has clean and modern facilities/excellent services.,Positive,1.0,2020-10-18,Central Health Care,Orthopedics,Chicago,61+,2.0
"The hospital staff was helpful/kind/professional, and they made sure I was comfortable during my entire stay. However, I was frustrated by the long waiting time.",Positive,0.0,2023-12-16,Central Health Care,Neurology,Chicago,41-60,3.0
I had an amazing/wonderful/great experience at this hospital.,Positive,1.0,2023-03-14,,Orthopedics,Houston,41-60,5.0
I am grateful for the exceptional follow-up care I received. The team was dedicated/attentive to ensuring I was doing well after my treatment.,Positive,1.0,2020-09-13,,Neurology,Los Angeles,61+,5.0
"The staff seemed disinterested/unavailable/inattentive during my visit. On the bright side, the nurses were kind and helpful.",Negative,1.0,,Central Health Care,Orthopedics,Chicago,41-60,4.0
Very disappointing.,Negative,0.0,,City Hospital,Emergency,Chicago,18-25,2.0
The hygiene in the hospital was poor/lacking/below standard.,Negative,0.0,2022-04-21,St. Mary's Clinic,Neurology,Chicago,41-60,4.0
"The process was smooth/quick/efficient, and the staff made it hassle-free.",Positive,1.0,2021-07-09,Central Health Care,Orthopedics,New York,18-25,3.0
The hospital staff were rude/unprofessional/unhelpful. I would not visit this hospital again due to the poor service.,Negative,0.0,2022-12-12,St. Mary's Clinic,Neurology,Houston,,1.0
The hygiene in the hospital was poor/lacking/below standard.,Negative,0.0,2023-09-07,City Hospital,Pediatrics,Chicago,61+,3.0
The nurses were kind/supportive/professional throughout my stay.,Positive,1.0,2021-08-30,St. Mary's Clinic,Pediatrics,Phoenix,61+,4.0
The hospital staff were rude/unprofessional/unhelpful.,Negative,0.0,2018-07-02,City Hospital,Pediatrics,Chicago,41-60,2.0
I was frustrated by the unfriendly/apathetic attitude of the hospital staff. They were not attentive to my needs.,Negative,0.0,2019-10-12,St. Mary's Clinic,Pediatrics,Phoenix,61+,5.0
,Positive,1.0,2020-10-18,City Hospital,Cardiology,Los Angeles,26-40,5.0
My experience here was wonderful/positive/stress-free. The staff went out of their way to make everything seamless.,Positive,1.0,2021-12-11,St. Mary's Clinic,Emergency,Chicago,18-25,1.0
"The nurses were incredibly attentive/supportive, ensuring I had everything I needed for a smooth recovery.",Positive,1.0,2021-02-03,Greenwood Medical Center,Orthopedics,Houston,61+,5.0
,Negative,0.0,2019-04-24,,Pediatrics,Chicago,18-25,1.0
"The medical equipment seemed outdated/poorly maintained, which left me questioning the quality of care I was receiving.",Negative,0.0,2018-03-16,Greenwood Medical Center,Orthopedics,Houston,26-40,3.0
"The medical equipment seemed outdated/poorly maintained, which left me questioning the quality of care I was receiving.",Negative,0.0,2021-07-24,St. Mary's Clinic,Orthopedics,Houston,18-25,3.0
Very disappointing.,Negative,0.0,2022-11-29,Central Health Care,Pediatrics,Houston,61+,2.0
"The nurses were incredibly attentive/supportive, ensuring I had everything I needed for a smooth recovery.",Positive,1.0,2018-11-17,St. Mary's Clinic,Neurology,Phoenix,26-40,4.0
,Positive,1.0,2023-09-14,Central Health Care,Orthopedics,Houston,61+,2.0
"The hospital staff was helpful/kind/professional, and they made sure I was comfortable during my entire stay.",Positive,1.0,2019-01-02,Greenwood Medical Center,Emergency,Los Angeles,26-40,4.0
"The medical equipment seemed outdated/poorly maintained, which left me questioning the quality of care I was receiving.",Negative,0.0,2022-02-21,St. Mary's Clinic,Neurology,Phoenix,61+,3.0
Very disappointing.,Negative,0.0,2019-11-15,Greenwood Medical Center,Pediatrics,Chicago,61+,3.0
"The medical equipment seemed outdated/poorly maintained, which left me questioning the quality of care I was receiving.",Negative,0.0,2021-03-15,St. Mary's Clinic,Orthopedics,Houston,61+,1.0
I had to wait for hours/a long time before being attended to.,Negative,0.0,2019-09-24,City Hospital,Emergency,,18-25,1.0
I felt very supported by the caring/compassionate doctors who took time to explain my treatment plan thoroughly.,,1.0,2021-12-24,Central Health Care,Pediatrics,Houston,61+,2.0
"The hospital lacked organization, and communication between departments was poor. This led to delays and unnecessary stress.",Negative,,2019-11-12,Greenwood Medical Center,Pediatrics,Houston,41-60,
The hospital has clean and modern facilities/excellent services.,Positive,1.0,2022-06-19,Greenwood Medical Center,Orthopedics,New York,41-60,5.0
The billing department caused major issues with incorrect/confusing invoices that were difficult to resolve.,Negative,0.0,,Greenwood Medical Center,Neurology,Phoenix,26-40,2.0
"The room was small/uncomfortable/poorly maintained, making it difficult to recover. The staff didn't seem to care about the conditions.",Negative,0.0,2023-01-10,Greenwood Medical Center,Emergency,Los Angeles,18-25,4.0
"The treatment felt rushed/inadequate/neglected, and I didn’t feel cared for.",Negative,0.0,2022-11-02,Greenwood Medical Center,Pediatrics,New York,26-40,1.0
"The hospital was state-of-the-art/modern/clean, which made my stay feel safe and comfortable.",Positive,1.0,2018-08-15,City Hospital,Orthopedics,New York,41-60,3.0
"I felt very supported by the caring/compassionate doctors who took time to explain my treatment plan thoroughly. Overall, I would recommend this hospital to others.",Positive,1.0,2022-07-18,Greenwood Medical Center,Cardiology,New York,41-60,1.0
,Positive,1.0,2023-12-11,City Hospital,Pediatrics,Los Angeles,61+,3.0
I felt very supported by the caring/compassionate doctors who took time to explain my treatment plan thoroughly.,Positive,1.0,2020-01-28,St. Mary's Clinic,Pediatrics,Chicago,61+,5.0
"The process was smooth/quick/efficient, and the staff made it hassle-free.",Positive,1.0,2023-08-19,Greenwood Medical Center,Pediatrics,Houston,61+,4.0
"I had to wait several hours/a long time for a nurse to attend to my needs, which made me feel neglected.",Negative,0.0,2021-11-19,Greenwood Medical Center,Neurology,New York,18-25,2.0
The nurses were kind/supportive/professional throughout my stay.,Positive,1.0,2022-10-11,Central Health Care,Pediatrics,Houston,18-25,5.0
The hospital has clean and modern facilities/excellent services.,Positive,1.0,2019-10-21,Greenwood Medical Center,Emergency,Houston,18-25,2.0
Satisfactory service.,Positive,1.0,2020-11-07,St. Mary's Clinic,Orthopedics,Phoenix,41-60,5.0
The staff was extremely helpful/very professional/polite and kind.,Positive,1.0,2019-08-31,St. Mary's Clinic,Cardiology,Chicago,18-25,1.0
The doctors were attentive/thorough/understanding and explained everything clearly/in detail.,,1.0,,Greenwood Medical Center,,Houston,61+,5.0
The speed and efficiency of the hospital staff were impressive. My admission and discharge were smooth and quick.,Positive,1.0,,Greenwood Medical Center,Orthopedics,Chicago,26-40,
"The billing process was confusing/stressful/unorganized, and it took too long.",Negative,0.0,2023-12-22,Greenwood Medical Center,,Chicago,26-40,1.0
I had to wait for hours/a long time before being attended to.,Negative,0.0,2022-10-30,Greenwood Medical Center,Pediatrics,New York,61+,4.0
Very disappointing.,Negative,0.0,2020-12-10,,Cardiology,Chicago,61+,5.0
The staff seemed disinterested/unavailable/inattentive during my visit.,Negative,0.0,2021-11-29,Central Health Care,Orthopedics,Chicago,41-60,3.0
"The hospital staff were rude/unprofessional/unhelpful. On the bright side, the nurses were kind and helpful.",Negative,1.0,2021-11-10,Greenwood Medical Center,Orthopedics,New York,61+,5.0
Communication from the hospital staff was excellent. They were responsive/informative and kept me in the loop at all times.,Positive,1.0,2018-07-19,City Hospital,Cardiology,New York,41-60,2.0
I was frustrated by the unfriendly/apathetic attitude of the hospital staff. They were not attentive to my needs.,Negative,0.0,2022-10-23,City Hospital,Emergency,Los Angeles,26-40,5.0
"The hospital’s hygiene was unacceptable. The restrooms were filthy, and I saw several areas of the hospital that were not clean.",Negative,0.0,2019-03-14,City Hospital,Cardiology,Phoenix,61+,2.0
"The hospital was state-of-the-art/modern/clean, which made my stay feel safe and comfortable.",Positive,1.0,2021-06-10,City Hospital,Orthopedics,Los Angeles,41-60,5.0
"The hospital’s hygiene was unacceptable. The restrooms were filthy, and I saw several areas of the hospital that were not clean.",Negative,0.0,2022-09-09,City Hospital,Cardiology,Houston,26-40,5.0
"The doctor did not take time to explain my condition, and I left feeling confused and uninformed about my treatment.",Negative,0.0,2022-03-13,Greenwood Medical Center,Neurology,Chicago,61+,5.0
"The process was smooth/quick/efficient, and the staff made it hassle-free.",Positive,1.0,2019-05-13,St. Mary's Clinic,Cardiology,Los Angeles,26-40,5.0
"The medical equipment seemed outdated/poorly maintained, which left me questioning the quality of care I was receiving.",Negative,0.0,2021-11-02,Central Health Care,Pediatrics,Los Angeles,18-25,1.0
I was impressed by the compassion/care/dedication of the staff.,Positive,,2019-05-29,,Emergency,Los Angeles,61+,1.0
My experience here was wonderful/positive/stress-free. The staff went out of their way to make everything seamless.,Positive,1.0,2020-08-17,Central Health Care,Emergency,,18-25,4.0
"The rooms were dirty/noisy/poorly maintained, making it hard to recover. I would not visit this hospital again due to the poor service.",Negative,0.0,2019-03-06,Greenwood Medical Center,Orthopedics,Houston,41-60,3.0
"The nurses were incredibly attentive/supportive, ensuring I had everything I needed for a smooth recovery.",Positive,1.0,2018-11-10,City Hospital,Cardiology,Los Angeles,41-60,1.0
"The hospital was state-of-the-art/modern/clean, which made my stay feel safe and comfortable.",Positive,1.0,2018-05-10,City Hospital,Cardiology,Phoenix,18-25,5.0
"The billing process was confusing/stressful/unorganized, and it took too long.",Negative,0.0,2019-10-27,Greenwood Medical Center,Emergency,Phoenix,,4.0
,Positive,1.0,2021-06-10,City Hospital,Neurology,Phoenix,61+,3.0
"The nurses were incredibly attentive/supportive, ensuring I had everything I needed for a smooth recovery.",Positive,1.0,2022-01-14,City Hospital,Neurology,Houston,41-60,4.0
The billing department caused major issues with incorrect/confusing invoices that were difficult to resolve.,Negative,0.0,2019-11-12,Central Health Care,Pediatrics,New York,26-40,2.0
The facilities were outdated/poorly maintained/unsanitary.,Negative,0.0,2018-06-11,Central Health Care,Emergency,Phoenix,61+,5.0
,Positive,1.0,2023-11-16,St. Mary's Clinic,,Houston,18-25,4.0
"The rooms were dirty/noisy/poorly maintained, making it hard to recover.",Negative,0.0,2021-10-01,City Hospital,Orthopedics,New York,26-40,5.0
Very disappointing.,Negative,0.0,2021-05-28,Greenwood Medical Center,Emergency,Phoenix,18-25,1.0
"The nurses were incredibly attentive/supportive, ensuring I had everything I needed for a smooth recovery.",Positive,,2018-02-02,Central Health Care,Neurology,Houston,,3.0
"My experience was disappointing. I had to wait several hours/over a day before seeing a doctor, and the wait was unbearable.",Negative,0.0,2020-11-18,Central Health Care,Cardiology,,18-25,1.0
Satisfactory service.,Positive,1.0,2019-12-16,City Hospital,Orthopedics,Chicago,41-60,5.0
The speed and efficiency of the hospital staff were impressive. My admission and discharge were smooth and quick.,Positive,1.0,2019-02-10,City Hospital,Pediatrics,New York,18-25,2.0
I was impressed by the compassion/care/dedication of the staff.,Positive,1.0,2021-09-12,St. Mary's Clinic,Emergency,Chicago,61+,1.0
The speed and efficiency of the hospital staff were impressive. My admission and discharge were smooth and quick.,Positive,1.0,2019-09-06,Greenwood Medical Center,Orthopedics,Houston,18-25,3.0
I am grateful for the exceptional follow-up care I received. The team was dedicated/attentive to ensuring I was doing well after my treatment.,Positive,1.0,2020-06-28,St. Mary's Clinic,Emergency,Houston,26-40,2.0
The facilities were outdated/poorly maintained/unsanitary.,Negative,0.0,2020-11-08,Greenwood Medical Center,Emergency,Los Angeles,18-25,4.0
The staff was extremely helpful/very professional/polite and kind.,Positive,1.0,2022-12-28,City Hospital,Pediatrics,Chicago,41-60,3.0
Very disappointing.,Negative,0.0,2023-11-09,Greenwood Medical Center,Pediatrics,Phoenix,18-25,1.0
Communication from the hospital staff was excellent. They were responsive/informative and kept me in the loop at all times.,Positive,1.0,2021-07-30,St. Mary's Clinic,,Los Angeles,61+,4.0
I am grateful for the exceptional follow-up care I received. The team was dedicated/attentive to ensuring I was doing well after my treatment.,Positive,1.0,2019-05-29,Central Health Care,Emergency,Phoenix,18-25,3.0
"The room was small/uncomfortable/poorly maintained, making it difficult to recover. The staff didn't seem to care about the conditions.",Negative,0.0,2022-11-29,Central Health Care,Cardiology,Chicago,18-25,5.0
"The hospital staff was helpful/kind/professional, and they made sure I was comfortable during my entire stay.",Positive,1.0,2023-06-06,City Hospital,Orthopedics,Houston,18-25,2.0
"The room was small/uncomfortable/poorly maintained, making it difficult to recover. The staff didn't seem to care about the conditions.",Negative,0.0,,St. Mary's Clinic,Cardiology,Houston,26-40,4.0
"The process was smooth/quick/efficient, and the staff made it hassle-free.",Positive,1.0,2022-11-21,Greenwood Medical Center,Orthopedics,Houston,41-60,4.0
The doctors were attentive/thorough/understanding and explained everything clearly/in detail.,Positive,1.0,2022-03-01,Central Health Care,Pediatrics,Phoenix,18-25,2.0
